"","Patent.Number...Numéro.du.brevet","Agent.Type.Code...Code.du.type.d.agent","Applicant.Type.Code...Code.du.type.de.demandeur","Interested.Party.Type.Code...Code.du.type.de.partie.intéressée","Interested.Party.Type...Type.de.partie.intéressée","Owner.Enable.Date...Date.d.activation.par.le.propriétaire","Ownership.End.date...Date.de.désactivation.par.le.propriétaire","Party.Name...Nom.de.la.partie","Party.Address.Line.1...Ligne.1.de.l.adresse.de.la.partie","Party.Address.Line.2...Ligne.2.de.l.adresse.de.la.partie","Party.Address.Line.3...Ligne.3.de.l.adresse.de.la.partie","Party.Address.Line.4...Ligne.4.de.l.adresse.de.la.partie","Party.Address.Line.5...Ligne.5.de.l.adresse.de.la.partie","Party.City...Ville.de.la.partie","Party.Province.Code...Code.de.la.province.de.la.partie","Party.Province...Étiquette.de.la.province.de.la.partie","Party.Postal.Code...Code.postal.de.la.partie","Party.Country.Code...Code.du.pays.de.la.partie","Party.Country...Pays.de.la.partie","Filing.Date...Date.de.dépôt","Grant.Date...Date.de.l.octroi","Application.Status.Code...Code.du.statut.de.la.demande","Application.Type.Code...Code.du.type.de.la.demande","Application.Patent.Title.English...Demande.Titre.anglais.du.brevet","Application.Patent.Title.French...Demande.Titre.français.du.brevet","Bibliographic.File.Extract.Date...Date.d.extraction.du.fichier.bibliographique","Country.of.Publication.Code...Code.du.pays.de.publication","Document.Kind.Type...Genre.du.type.de.document","Examination.Request.Date...Date.de.la.demande.d.examen","Filing.Country.Code...Code.du.pays.de.dépôt","Language.of.Filing.Code...Langue.du.dépôt.de.la.demande","License.For.Sale.Indicator...Indicateur.de.la.licence.de.vente","PCT.Application.Number...Numéro.de.demande.du.TCMB","PCT.Publication.Number...Numéro.de.publication.du.TCMB","PCT.Publication.Date...Date.de.publication.du.TCMB","Parent.Application.Number...Numéro.de.la.demande.principale","PCT.Article.22.39.fulfilled.Date...Date.d.accomplissement.des.articles.22.à.29.du.TCMB","PCT.Section.371.Date...Date.de.l.article.371.du.TCMB","PCT.Publication.Country.Code...Code.du.pays.de.publication.du.TCMB","Publication.Kind.Type...Genre.de.type.de.publication","Printed.as.Amended.Country.Code...Code.du.pays.de.la.demande.imprimée.après.modification","Country"
"395199","3090338","-2","APPLICANT","APPL","Applicant","NULL","NULL","LASERAX INC.","2811 AV. WATT","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1X 4S8","CA","Canada",2019-02-08,"NULL","CO","PCT","METHOD FOR LASER-PROCESSING A SURFACE AND LASER PROCESSING SYSTEM","PROCEDE DE TRAITEMENT AU LASER D'UNE SURFACE ET SYSTEME DE TRAITEMENT AU LASER","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050169","WO2019/153091","2019-08-15","NULL","2020-08-04","2019-02-08","WO","A1","CA","CA"
"395327","3090428","-2","APPLICANT","APPL","Applicant","NULL","NULL","GESTION CLAUDE BOIVIN INC.","748 RUE DE BOIS-GUILLAUME","NULL","NULL","NULL","NULL","LEVIS","Q1","Quebec","G6V 8V2","CA","Canada",2018-02-09,"NULL","ER","PCT","PACK THROUGH EJECT PANEL","PANNEAU D'EJECTION TRAVERSANT A BANDES","2022-08-15","CA","A1","2022-07-25","CA","EN"," 0","PCT/CA2018/050149","WO2019/153066","2019-08-15","NULL","2020-08-05","2018-02-09","WO","A1","CA","CA"
"395329","3090428","-2","-2","OWNR","Owner","2018-02-09","2022-05-19","GESTION CLAUDE BOIVIN INC.","748 RUE DE BOIS-GUILLAUME","NULL","NULL","NULL","NULL","LEVIS","Q1","Quebec","G6V 8V2","CA","Canada",2018-02-09,"NULL","ER","PCT","PACK THROUGH EJECT PANEL","PANNEAU D'EJECTION TRAVERSANT A BANDES","2022-08-15","CA","A1","2022-07-25","CA","EN"," 0","PCT/CA2018/050149","WO2019/153066","2019-08-15","NULL","2020-08-05","2018-02-09","WO","A1","CA","CA"
"395330","3090428","-2","-2","OWNR","Owner","2022-05-19","2022-05-19","BOIVIN EVOLUTION INC.","748, RUE DE BOIS-GUILLAUME","NULL","NULL","NULL","NULL","LEVIS","Q1","Quebec","G6V 8V2","CA","Canada",2018-02-09,"NULL","ER","PCT","PACK THROUGH EJECT PANEL","PANNEAU D'EJECTION TRAVERSANT A BANDES","2022-08-15","CA","A1","2022-07-25","CA","EN"," 0","PCT/CA2018/050149","WO2019/153066","2019-08-15","NULL","2020-08-05","2018-02-09","WO","A1","CA","CA"
"395368","3090449","-2","-2","OWNR","Owner","2019-03-01","NULL","HYDRO-QUEBEC","75, BOUL. RENE-LEVESQUE OUEST","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2Z 1A4","CA","Canada",2019-03-01,"NULL","CO","PCT","INHIBITOR FOR ALKALI AND ALKALINE EARTH METALS","INHIBITEUR POUR METAUX ALCALINS ET ALCALINO-TERREUX","2022-02-21","CA","A1","NULL","CA","FR"," 0","PCT/CA2019/050246","WO2019/165557","2019-09-06","NULL","2020-08-05","2019-03-01","WO","A1","CA","CA"
"395373","3090449","-2","APPLICANT","APPL","Applicant","NULL","NULL","HYDRO-QUEBEC","75, BOUL. RENE-LEVESQUE OUEST","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2Z 1A4","CA","Canada",2019-03-01,"NULL","CO","PCT","INHIBITOR FOR ALKALI AND ALKALINE EARTH METALS","INHIBITEUR POUR METAUX ALCALINS ET ALCALINO-TERREUX","2022-02-21","CA","A1","NULL","CA","FR"," 0","PCT/CA2019/050246","WO2019/165557","2019-09-06","NULL","2020-08-05","2019-03-01","WO","A1","CA","CA"
"395529","3090553","-2","-2","OWNR","Owner","2019-02-22","NULL","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AV DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3G2","CA","Canada",2019-02-22,"NULL","CO","PCT","BAYER PROCESS","PROCEDE BAYER","2022-01-31","CA","A1","NULL","AU","EN"," 0","PCT/AU2019/050152","WO2019/161455","2019-08-29","NULL","2020-08-06","2019-02-22","WO","A1","CA","CA"
"395530","3090553","-2","APPLICANT","APPL","Applicant","NULL","NULL","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AV DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3G2","CA","Canada",2019-02-22,"NULL","CO","PCT","BAYER PROCESS","PROCEDE BAYER","2022-01-31","CA","A1","NULL","AU","EN"," 0","PCT/AU2019/050152","WO2019/161455","2019-08-29","NULL","2020-08-06","2019-02-22","WO","A1","CA","CA"
"395590","3090600","-2","APPLICANT","APPL","Applicant","NULL","NULL","DYNAMIC CONCEPT","2400 RUE ALEXIS-LE-TROTTEUR","NULL","NULL","NULL","NULL","SAGUENAY","Q1","Quebec","G7X 0J7","CA","Canada",2019-04-23,"NULL","CO","PCT","ROBOT AND AUTOMATED GUIDED VEHICLE COMBINATION FOR ALUMINUM FURNACE OPERATIONS","COMBINAISON DE VEHICULE GUIDE AUTOMATISE ET DE ROBOT POUR DES OPERATIONS DE FOUR A ALUMINIUM","2022-04-18","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050507","WO2019/204919","2019-10-31","NULL","2020-07-29","2019-04-23","WO","A1","CA","CA"
"395594","3090600","-2","-2","OWNR","Owner","2019-04-23","NULL","DYNAMIC CONCEPT","2400 RUE ALEXIS-LE-TROTTEUR","NULL","NULL","NULL","NULL","SAGUENAY","Q1","Quebec","G7X 0J7","CA","Canada",2019-04-23,"NULL","CO","PCT","ROBOT AND AUTOMATED GUIDED VEHICLE COMBINATION FOR ALUMINUM FURNACE OPERATIONS","COMBINAISON DE VEHICULE GUIDE AUTOMATISE ET DE ROBOT POUR DES OPERATIONS DE FOUR A ALUMINIUM","2022-04-18","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050507","WO2019/204919","2019-10-31","NULL","2020-07-29","2019-04-23","WO","A1","CA","CA"
"395667","3090640","-2","APPLICANT","APPL","Applicant","NULL","NULL","STRATUSCENT INC.","7171 Rue Frederick Banting","Saint-Laurent","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2019-02-07,"NULL","CO","PCT","SENSING ELEMENTS COMPRISING GOLD NANOPARTICLE-GRAFTED CARBON BLACK","ELEMENTS DE DETECTION COMPRENANT DU NOIR DE CARBONE SUR LEQUEL SONT GREFFEES DES NANOPARTICULES D'OR","2022-01-31","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/000471","WO2019/159015","2019-08-22","NULL","2020-08-06","2019-02-07","WO","A1","CA","CA"
"395669","3090640","-2","-2","OWNR","Owner","2019-02-07","NULL","STRATUSCENT INC.","7171 Rue Frederick Banting","Saint-Laurent","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2019-02-07,"NULL","CO","PCT","SENSING ELEMENTS COMPRISING GOLD NANOPARTICLE-GRAFTED CARBON BLACK","ELEMENTS DE DETECTION COMPRENANT DU NOIR DE CARBONE SUR LEQUEL SONT GREFFEES DES NANOPARTICULES D'OR","2022-01-31","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/000471","WO2019/159015","2019-08-22","NULL","2020-08-06","2019-02-07","WO","A1","CA","CA"
"395730","3090684","-2","-2","OWNR","Owner","2018-02-07","NULL","VALORBEC SOCIETE EN COMMANDITE","550-355 RUE PEEL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3C 2G9","CA","Canada",2018-02-07,"NULL","ER","PCT","METHODS AND SYSTEMS FOR ADDITIVE MANUFACTURING","PROCEDES ET SYSTEMES DE FABRICATION ADDITIVE","2022-03-07","CA","A1","2022-01-31","CA","EN"," 0","PCT/CA2018/000023","WO2018/145194","2018-08-16","NULL","2020-08-06","2018-02-07","WO","A1","CA","CA"
"395732","3090684","-2","APPLICANT","APPL","Applicant","NULL","NULL","VALORBEC SOCIETE EN COMMANDITE","550-355 RUE PEEL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3C 2G9","CA","Canada",2018-02-07,"NULL","ER","PCT","METHODS AND SYSTEMS FOR ADDITIVE MANUFACTURING","PROCEDES ET SYSTEMES DE FABRICATION ADDITIVE","2022-03-07","CA","A1","2022-01-31","CA","EN"," 0","PCT/CA2018/000023","WO2018/145194","2018-08-16","NULL","2020-08-06","2018-02-07","WO","A1","CA","CA"
"395734","3090685","-2","APPLICANT","APPL","Applicant","NULL","NULL","EQUIPEMENT DE CONTROLE CAPITAL INC.","325 RUE DE LA FABRICATION","NULL","NULL","NULL","NULL","ST-AMBROISE","Q1","Quebec","G7P 3A8","CA","Canada",2019-11-14," 2021-11-09","GR","PCT","RECIPROCATING PUMP ASSEMBLY FOR DOSING, MIXING AND METERING","ENSEMBLE POMPE ALTERNATIVE POUR LE DOSAGE, LE MELANGE ET LA DISTRIBUTION VOLUMETRIQUE","2022-01-17","CA","C","2020-08-06","CA","EN"," 0","PCT/CA2019/051629","WO2020/097735","2020-05-22","NULL","2020-08-06","2019-11-14","WO","C","CA","CA"
"395735","3090685","-2","-2","OWNR","Owner","2019-11-14","NULL","EQUIPEMENT DE CONTROLE CAPITAL INC.","325 RUE DE LA FABRICATION","NULL","NULL","NULL","NULL","ST-AMBROISE","Q1","Quebec","G7P 3A8","CA","Canada",2019-11-14," 2021-11-09","GR","PCT","RECIPROCATING PUMP ASSEMBLY FOR DOSING, MIXING AND METERING","ENSEMBLE POMPE ALTERNATIVE POUR LE DOSAGE, LE MELANGE ET LA DISTRIBUTION VOLUMETRIQUE","2022-01-17","CA","C","2020-08-06","CA","EN"," 0","PCT/CA2019/051629","WO2020/097735","2020-05-22","NULL","2020-08-06","2019-11-14","WO","C","CA","CA"
"395770","3090711","-2","-2","OWNR","Owner","2019-02-07","NULL","FPINNOVATIONS","570, BOUL. ST-JEAN","NULL","NULL","NULL","NULL","POINTE-CLAIRE","Q1","Quebec","H9R 3J9","CA","Canada",2019-02-07," 2021-05-25","GR","PCT","MELTABLE LIGNIN COMPOSITIONS, METHOD FOR PRODUCING THEM AND THEIR USES","COMPOSITIONS DE LIGNINE FUSIBLE, LEUR PROCEDE DE PRODUCTION ET LEURS UTILISATIONS","2022-01-17","CA","C","2020-08-12","CA","EN"," 0","PCT/CA2019/050161","WO2019/153085","2019-08-15","NULL","2020-08-07","2019-02-07","WO","C","CA","CA"
"395773","3090711","-2","APPLICANT","APPL","Applicant","NULL","NULL","FPINNOVATIONS","570, BOUL. ST-JEAN","NULL","NULL","NULL","NULL","POINTE-CLAIRE","Q1","Quebec","H9R 3J9","CA","Canada",2019-02-07," 2021-05-25","GR","PCT","MELTABLE LIGNIN COMPOSITIONS, METHOD FOR PRODUCING THEM AND THEIR USES","COMPOSITIONS DE LIGNINE FUSIBLE, LEUR PROCEDE DE PRODUCTION ET LEURS UTILISATIONS","2022-01-17","CA","C","2020-08-12","CA","EN"," 0","PCT/CA2019/050161","WO2019/153085","2019-08-15","NULL","2020-08-07","2019-02-07","WO","C","CA","CA"
"395780","3090714","-2","-2","OWNR","Owner","2019-02-12","NULL","5N PLUS INC.","4385 RUE GARAND","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4R 2B4","CA","Canada",2019-02-12," 2021-07-20","GR","PCT","HIGH MELTING POINT METAL OR ALLOY POWDERS ATOMIZATION MANUFACTURING PROCESSES","PROCEDES DE FABRICATION PAR ATOMISATION DE POUDRES DE METAL OU D'ALLIAGE A POINT DE FUSION ELEVE","2022-01-17","CA","C","2020-08-07","CA","EN"," 0","PCT/CA2019/050176","WO2019/157594","2019-08-22","NULL","2020-08-07","2019-02-12","WO","C","CA","CA"
"395781","3090714","-2","APPLICANT","APPL","Applicant","NULL","NULL","5N PLUS INC.","4385 RUE GARAND","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4R 2B4","CA","Canada",2019-02-12," 2021-07-20","GR","PCT","HIGH MELTING POINT METAL OR ALLOY POWDERS ATOMIZATION MANUFACTURING PROCESSES","PROCEDES DE FABRICATION PAR ATOMISATION DE POUDRES DE METAL OU D'ALLIAGE A POINT DE FUSION ELEVE","2022-01-17","CA","C","2020-08-07","CA","EN"," 0","PCT/CA2019/050176","WO2019/157594","2019-08-22","NULL","2020-08-07","2019-02-12","WO","C","CA","CA"
"395793","3090718","-2","-2","OWNR","Owner","2019-02-19","NULL","BRAINBOX AI INC.","SUITE 500","2075 ROBERT BOURASSA","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 2L1","CA","Canada",2019-02-19,"NULL","ER","PCT","SYSTEMS AND METHODS OF OPTIMIZING HVAC CONTROL IN A BUILDING OR NETWORK OF BUILDINGS","SYSTEMES ET PROCEDES D'OPTIMISATION DE COMMANDE DE CVC DANS UN BATIMENT OU UN RESEAU DE BATIMENTS","2022-07-25","CA","A1","2020-10-05","CA","EN"," 0","PCT/CA2019/050195","WO2019/157602","2019-08-22","NULL","2020-08-07","2019-02-19","WO","A1","CA","CA"
"395794","3090718","-2","APPLICANT","APPL","Applicant","NULL","NULL","BRAINBOX AI INC.","SUITE 500","2075 ROBERT BOURASSA","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 2L1","CA","Canada",2019-02-19,"NULL","ER","PCT","SYSTEMS AND METHODS OF OPTIMIZING HVAC CONTROL IN A BUILDING OR NETWORK OF BUILDINGS","SYSTEMES ET PROCEDES D'OPTIMISATION DE COMMANDE DE CVC DANS UN BATIMENT OU UN RESEAU DE BATIMENTS","2022-07-25","CA","A1","2020-10-05","CA","EN"," 0","PCT/CA2019/050195","WO2019/157602","2019-08-22","NULL","2020-08-07","2019-02-19","WO","A1","CA","CA"
"396316","3091111","-2","APPLICANT","APPL","Applicant","NULL","NULL","AP&C ADVANCED POWDERS & COATINGS INC.","110-3765 rue La Vérendrye","NULL","NULL","NULL","NULL","BOISBRIAND","Q1","Quebec","J7H 1R8","CA","Canada",2016-10-27,"NULL","RP","NON-PCT","METAL POWDER ATOMIZATION MANUFACTURING PROCESSES","PROCEDES DE FABRICATION D'ATOMISATION DE POUDRE METALLIQUE","2022-08-15","CA","A1","2020-08-25","CA","EN"," 0","NULL","NULL","NULL","3051236","NULL","NULL","CA","A1","CA","CA"
"396318","3091111","-2","-2","OWNR","Owner","2016-10-27","NULL","AP&C ADVANCED POWDERS & COATINGS INC.","110-3765 rue La Vérendrye","NULL","NULL","NULL","NULL","BOISBRIAND","Q1","Quebec","J7H 1R8","CA","Canada",2016-10-27,"NULL","RP","NON-PCT","METAL POWDER ATOMIZATION MANUFACTURING PROCESSES","PROCEDES DE FABRICATION D'ATOMISATION DE POUDRE METALLIQUE","2022-08-15","CA","A1","2020-08-25","CA","EN"," 0","NULL","NULL","NULL","3051236","NULL","NULL","CA","A1","CA","CA"
"396383","3091162","-2","-2","OWNR","Owner","2021-09-29","NULL","AUTOMOBILE TIC INC.","227 RUE BROCK","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2C 1M2","CA","Canada",2019-05-28," 2021-11-16","GR","PCT","METHOD AND SYSTEM FOR MANAGING VEHICLE TRANSPORTATION BETWEEN DEALERS","PROCEDE ET SYSTEME DE GESTION DE TRANSPORT DE VEHICULES ENTRE CONCESSIONNAIRES","2022-04-25","CA","C","2020-08-13","CA","EN"," 0","PCT/CA2019/050723","WO2019/227206","2019-12-05","NULL","2020-08-13","2019-05-28","WO","C","CA","CA"
"396733","3091399","-2","-2","OWNR","Owner","2019-02-18","NULL","BOMBARDIER INC.","400 Côte Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2019-02-18,"NULL","CO","PCT","METHOD AND COMPUTER DEVICE FOR TRANSMITTING AN INFORMATION STREAM ASSOCIATED WITH A USER DEVICE","PROCEDE ET DISPOSITIF INFORMATIQUE POUR TRANSMETTRE UN FLUX D'INFORMATIONS ASSOCIE A UN DISPOSITIF UTILISATEUR","2022-02-14","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050193","WO2019/157601","2019-08-22","NULL","2020-08-17","2019-02-18","WO","A1","CA","CA"
"396736","3091399","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER INC.","400 Côte Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2019-02-18,"NULL","CO","PCT","METHOD AND COMPUTER DEVICE FOR TRANSMITTING AN INFORMATION STREAM ASSOCIATED WITH A USER DEVICE","PROCEDE ET DISPOSITIF INFORMATIQUE POUR TRANSMETTRE UN FLUX D'INFORMATIONS ASSOCIE A UN DISPOSITIF UTILISATEUR","2022-02-14","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050193","WO2019/157601","2019-08-22","NULL","2020-08-17","2019-02-18","WO","A1","CA","CA"
"396754","3091403","-2","-2","OWNR","Owner","2019-02-22","NULL","PYROTEK HIGH-TEMPERATURE INDUSTRIAL PRODUCTS INC.","2400, BOULEVARD LEMIRE","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 6X9","CA","Canada",2019-02-22,"NULL","CO","PCT","PROTECTIVE COATING COMPOSITION FOR SUBSTRATES IN CONTACT WITH MOLTEN METAL","COMPOSITION DE REVETEMENT PROTECTEUR POUR SUBSTRATS EN CONTACT AVEC DU METAL FONDU","2022-02-21","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050222","WO2019/161507","2019-08-29","NULL","2020-08-17","2019-02-22","WO","A1","CA","CA"
"396758","3091403","-2","APPLICANT","APPL","Applicant","NULL","NULL","PYROTEK HIGH-TEMPERATURE INDUSTRIAL PRODUCTS INC.","2400, BOULEVARD LEMIRE","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 6X9","CA","Canada",2019-02-22,"NULL","CO","PCT","PROTECTIVE COATING COMPOSITION FOR SUBSTRATES IN CONTACT WITH MOLTEN METAL","COMPOSITION DE REVETEMENT PROTECTEUR POUR SUBSTRATS EN CONTACT AVEC DU METAL FONDU","2022-02-21","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050222","WO2019/161507","2019-08-29","NULL","2020-08-17","2019-02-22","WO","A1","CA","CA"
"397234","3091696","-2","-2","OWNR","Owner","2018-03-09","NULL","HUTCHINSON AERONAUTIQUE ET INDUSTRIES LTD","3650 boulevard du Tricentenaire","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1B 5M8","CA","Canada",2018-03-09,"NULL","CO","PCT","SPACER FOR A CYLINDRICAL CONDUIT","ECARTEUR POUR UNE CONDUITE CYLINDRIQUE","2022-03-07","CA","A1","NULL","CA","FR"," 0","PCT/CA2018/050280","WO2019/169469","2019-09-12","NULL","2020-08-19","2018-03-09","WO","A1","CA","CA"
"397238","3091696","-2","APPLICANT","APPL","Applicant","NULL","NULL","HUTCHINSON AERONAUTIQUE ET INDUSTRIES LTD","3650 boulevard du Tricentenaire","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1B 5M8","CA","Canada",2018-03-09,"NULL","CO","PCT","SPACER FOR A CYLINDRICAL CONDUIT","ECARTEUR POUR UNE CONDUITE CYLINDRIQUE","2022-03-07","CA","A1","NULL","CA","FR"," 0","PCT/CA2018/050280","WO2019/169469","2019-09-12","NULL","2020-08-19","2018-03-09","WO","A1","CA","CA"
"397307","3091719","-2","-2","OWNR","Owner","2019-08-08","NULL","NEPTUNE WELLNESS SOLUTIONS INC.","545 Promenade du Centropolis, Suite 100","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7T 0A3","CA","Canada",2019-08-08,"NULL","RP","PCT","COLD EXTRACTION METHOD FOR CANNABINOIDS AND TERPENES FROM CANNABIS BY ORGANIC SOLVENTS","PROCEDE D'EXTRACTION A FROID DE CANNABINOIDES ET DE TERPENES PRESENTS DANS LE CANNABIS PAR DES SOLVANTS ORGANIQUES","2022-07-11","CA","A1","2020-08-19","CA","EN"," 0","PCT/CA2019/051090","WO2020/028992","2020-02-13","NULL","2020-08-19","2019-08-08","WO","A1","CA","CA"
"397308","3091719","-2","APPLICANT","APPL","Applicant","NULL","NULL","NEPTUNE WELLNESS SOLUTIONS INC.","545 Promenade du Centropolis, Suite 100","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7T 0A3","CA","Canada",2019-08-08,"NULL","RP","PCT","COLD EXTRACTION METHOD FOR CANNABINOIDS AND TERPENES FROM CANNABIS BY ORGANIC SOLVENTS","PROCEDE D'EXTRACTION A FROID DE CANNABINOIDES ET DE TERPENES PRESENTS DANS LE CANNABIS PAR DES SOLVANTS ORGANIQUES","2022-07-11","CA","A1","2020-08-19","CA","EN"," 0","PCT/CA2019/051090","WO2020/028992","2020-02-13","NULL","2020-08-19","2019-08-08","WO","A1","CA","CA"
"397536","3091865","-2","APPLICANT","APPL","Applicant","NULL","NULL","UNIVERSITE DE MONTREAL","2900 EDOUARD-MONTPETIT","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3T 1J4","CA","Canada",2019-02-20,"NULL","CO","PCT","EXPANSION OF NK AND DC CELLS IN VIVO MEDIATING IMMUNE RESPONSE","EXPANSION DE CELLULES NK ET DC IN VIVO MEDIANT UNE REPONSE IMMUNITAIRE","2022-02-21","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050208","WO2019/161494","2019-08-29","NULL","2020-08-20","2019-02-20","WO","A1","CA","CA"
"397540","3091865","-2","-2","OWNR","Owner","2019-02-20","NULL","UNIVERSITE DE MONTREAL","2900 EDOUARD-MONTPETIT","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3T 1J4","CA","Canada",2019-02-20,"NULL","CO","PCT","EXPANSION OF NK AND DC CELLS IN VIVO MEDIATING IMMUNE RESPONSE","EXPANSION DE CELLULES NK ET DC IN VIVO MEDIANT UNE REPONSE IMMUNITAIRE","2022-02-21","CA","A1","NULL","CA","EN"," 0","PCT/CA2019/050208","WO2019/161494","2019-08-29","NULL","2020-08-20","2019-02-20","WO","A1","CA","CA"
"397552","3091869","-2","APPLICANT","APPL","Applicant","NULL","NULL","ANYON SYSTEMS INC.","1985, 55TH AVE UNIT 100","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H9P 1G9","CA","Canada",2019-02-21," 2021-04-20","GR","PCT","APPARATUS AND METHOD FOR MOLECULAR BEAM EPITAXY","APPAREIL ET PROCEDE POUR EPITAXIE PAR FAISCEAU MOLECULAIRE","2022-02-21","CA","C","2020-08-20","CA","EN"," 0","PCT/CA2019/050212","WO2019/161498","2019-08-29","NULL","2020-08-20","2019-02-21","WO","C","CA","CA"
"397554","3091869","-2","-2","OWNR","Owner","2019-02-21","NULL","ANYON SYSTEMS INC.","1985, 55TH AVE UNIT 100","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H9P 1G9","CA","Canada",2019-02-21," 2021-04-20","GR","PCT","APPARATUS AND METHOD FOR MOLECULAR BEAM EPITAXY","APPAREIL ET PROCEDE POUR EPITAXIE PAR FAISCEAU MOLECULAIRE","2022-02-21","CA","C","2020-08-20","CA","EN"," 0","PCT/CA2019/050212","WO2019/161498","2019-08-29","NULL","2020-08-20","2019-02-21","WO","C","CA","CA"
"397747","3092013","-2","APPLICANT","APPL","Applicant","NULL","NULL","9619674 CANADA INC.","15 Rue Canvin","NULL","NULL","NULL","NULL","KIRKLAND","Q1","Quebec","H9H 4H9","CA","Canada",2019-04-18,"NULL","CO","PCT","VENTILATING SILL PLATE","RADIER VENTILE","2022-04-18","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/053241","WO2019/202552","2019-10-24","NULL","2020-08-21","2019-04-18","WO","A1","CA","CA"
"397750","3092013","-2","-2","OWNR","Owner","2019-04-18","NULL","9619674 CANADA INC.","15 Rue Canvin","NULL","NULL","NULL","NULL","KIRKLAND","Q1","Quebec","H9H 4H9","CA","Canada",2019-04-18,"NULL","CO","PCT","VENTILATING SILL PLATE","RADIER VENTILE","2022-04-18","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/053241","WO2019/202552","2019-10-24","NULL","2020-08-21","2019-04-18","WO","A1","CA","CA"
"398106","3092265","-2","-2","OWNR","Owner","2019-02-26","NULL","SOUCY INTERNATIONAL INC.","5450 RUE SAINT-ROCH","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 6W3","CA","Canada",2019-02-26,"NULL","CO","PCT","TRACK SYSTEM","SYSTEME DE CHENILLE","2022-02-28","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/051531","WO2019/162927","2019-08-29","NULL","2020-08-24","2019-02-26","WO","A1","CA","CA"
"398107","3092265","-2","APPLICANT","APPL","Applicant","NULL","NULL","SOUCY INTERNATIONAL INC.","5450 RUE SAINT-ROCH","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 6W3","CA","Canada",2019-02-26,"NULL","CO","PCT","TRACK SYSTEM","SYSTEME DE CHENILLE","2022-02-28","CA","A1","NULL","IB","EN"," 0","PCT/IB2019/051531","WO2019/162927","2019-08-29","NULL","2020-08-24","2019-02-26","WO","A1","CA","CA"
